Дата;"Показатели Самовывоза";"Кол-во оформленных заказов";"Кол-во выкупленных заказов";"Сумма выкупленных заказов";"Средний чек заказа";"Кол-во выкупленных товаров";"Средняя цена товара";"Среднее кол-во товаров в чеке";"Показатели Доставки";"Кол-во оформленных заказов";"Кол-во выкупленных заказов";"Сумма выкупленных заказов";"Средний чек заказа";"Кол-во выкупленных товаров";"Средняя цена товара";"Среднее кол-во товаров в чеке";"Представленность товаров";"Кол-во товаров с фото коллекции AW19";"Кол-во товаров с фото коллекции SS20"
03.08.2020;;12;1;4602;4602;5;920.4;5;;10;12;25662;2138.5;51;503.18;4.25;;1411;4152
